meter_id,customer_id,unit_type,construction_year,energy_label
897,657,single_family_house,1942,""
898,1807,single_family_house,1918,""
899,2416,single_family_house,1923,""
900,3039,single_family_house,1957,F
901,2618,terraced_house,1983,B
902,2539,single_family_house,1979,""
903,399,single_family_house,1907,""
904,1734,single_family_house,1977,""
905,2780,single_family_house,2014,A
906,986,unclear,,""
907,1735,terraced_house,1987,""
908,943,single_family_house,1958,""
909,9,single_family_house,1920,""
910,1400,single_family_house,1946,C
911,920,single_family_house,1961,""
912,1995,single_family_house,1970,""
913,745,single_family_house,1933,""
914,2819,single_family_house,1971,""
915,1577,single_family_house,2016,A
916,1892,single_family_house,1965,D
917,1644,single_family_house,1954,""
918,2379,single_family_house,1968,""
919,1996,terraced_house,2018,A
920,454,terraced_house,1965,""
921,178,single_family_house,1934,D
922,2220,single_family_house,1939,""
923,1536,unclear,,""
924,1162,terraced_house,1972,""
925,538,single_family_house,1925,""
926,70,single_family_house,1973,E
927,2081,single_family_house,1984,C
928,1772,single_family_house,1963,""
929,1127,single_family_house,1985,""
930,3031,single_family_house,1969,""
931,334,single_family_house,1957,""
932,1487,single_family_house,1976,""
933,1055,single_family_house,1984,C
934,828,unclear,,""
935,1462,single_family_house,1975,C
936,700,single_family_house,1928,""
937,2102,single_family_house,2010,""
938,2408,single_family_house,1953,""
939,2533,terraced_house,2016,""
940,3056,single_family_house,2001,""
941,2629,single_family_house,1939,G
942,2821,single_family_house,1951,""
943,1276,terraced_house,1967,""
944,290,terraced_house,1987,""
945,189,single_family_house,1900,""
946,2360,single_family_house,1963,""
947,683,terraced_house,1980,C
948,137,single_family_house,1947,""
949,1099,apartment,2006,C
950,1756,unclear,1972,B
951,386,single_family_house,1965,""
952,1874,single_family_house,1958,""
953,2956,single_family_house,2013,A
954,2151,single_family_house,1957,F
955,235,single_family_house,1963,D
956,1515,single_family_house,2015,A
957,3038,single_family_house,2003,""
958,1740,terraced_house,1951,D
959,1499,single_family_house,1920,""
960,2429,single_family_house,1965,C
961,1764,single_family_house,1944,""
962,1069,single_family_house,1942,""
963,182,terraced_house,2003,""
964,751,single_family_house,1968,""
965,1501,single_family_house,1954,""
966,1605,single_family_house,1929,E
967,2232,single_family_house,1958,D
968,2090,single_family_house,1985,""
969,915,single_family_house,1913,""
970,777,apartment,2003,""
971,2289,apartment,2003,""
972,1460,single_family_house,1979,""
973,1563,terraced_house,1983,""
974,1289,single_family_house,1987,""
975,1404,single_family_house,1924,""
976,99,single_family_house,1926,E
977,2770,single_family_house,1960,""
978,2261,unclear,,""
979,86,single_family_house,1986,""
980,185,single_family_house,1963,""
981,1139,single_family_house,1965,""
982,2634,unclear,,""
983,222,single_family_house,1950,C
984,459,single_family_house,1973,""
985,895,terraced_house,1960,""
986,1388,single_family_house,1972,""
987,2734,unclear,,""
988,2621,single_family_house,1975,""
989,2689,single_family_house,2018,A
990,2836,single_family_house,1980,D
991,2545,unclear,,C
992,2895,single_family_house,1966,""
993,1288,terraced_house,1972,""
994,2412,single_family_house,1962,""
995,1084,unclear,,""
996,3009,single_family_house,1980,""
997,927,single_family_house,1900,D
998,1743,single_family_house,1976,""
999,2743,single_family_house,1962,""
1000,1023,terraced_house,1951,D
1001,2489,apartment,2006,C
1002,1908,unclear,,A
1003,2932,apartment,2003,B
1004,1214,single_family_house,1925,""
1005,1027,single_family_house,1964,D
1006,1209,apartment,2007,B
1007,1907,single_family_house,1967,""
1008,840,single_family_house,1923,""
1009,1654,single_family_house,1975,""
1010,1967,single_family_house,1949,""
1011,1528,single_family_house,2014,A
1012,1564,single_family_house,1980,""
1013,2808,single_family_house,1960,""
1014,2786,single_family_house,1980,""
1015,2647,single_family_house,2017,A
1016,2580,single_family_house,1963,D
1017,1331,single_family_house,2013,A
1018,2964,single_family_house,1985,C
1019,2458,single_family_house,1965,""
1020,1957,single_family_house,1950,""
1021,2961,single_family_house,1970,""
1022,1235,single_family_house,1954,""
1023,2414,single_family_house,2017,A
1024,20,single_family_house,1965,""
1025,2243,single_family_house,1972,""
1026,1673,single_family_house,2010,""
1027,40,terraced_house,1955,""
1028,2415,single_family_house,1938,D
1029,1451,single_family_house,1984,""
1030,776,single_family_house,1973,""
1031,35,apartment,2006,C
1032,785,single_family_house,1969,""
1033,111,single_family_house,1928,""
1034,8,terraced_house,1917,D
1035,1065,single_family_house,1954,D
1036,1534,single_family_house,1969,""
1037,572,single_family_house,1912,C
1038,1122,single_family_house,2012,A
1039,1087,single_family_house,1962,""
1040,754,single_family_house,1968,D
1041,1529,single_family_house,1935,F
1042,2997,single_family_house,1966,E
1043,1844,single_family_house,1918,""
1044,1664,single_family_house,2017,A
1045,1259,single_family_house,1962,""
1046,1037,single_family_house,1970,""
1047,1718,single_family_house,2014,A
1048,1270,single_family_house,1981,C
1049,1613,single_family_house,1975,""
1050,12,single_family_house,1975,""
1051,1296,single_family_house,1965,C
1052,1280,single_family_house,1980,""
1053,3028,single_family_house,1980,""
1054,3063,apartment,2003,""
1055,2363,single_family_house,1926,""
1056,115,single_family_house,1952,""
1057,1154,single_family_house,2016,A
1058,868,unclear,,""
1059,515,terraced_house,1981,C
1060,2393,terraced_house,2016,A
1061,2725,apartment,2006,C
1062,1185,terraced_house,1965,""
1063,472,single_family_house,1963,""
1064,412,terraced_house,1987,""
1065,1992,single_family_house,2019,A
1066,2364,terraced_house,1987,B
1067,1132,single_family_house,1925,C
1068,2940,single_family_house,1975,""
1069,2901,single_family_house,1928,D
1070,398,single_family_house,2015,A
1071,104,single_family_house,1965,""
1072,1295,single_family_house,1983,""
1073,2033,unclear,,""
1074,1219,single_family_house,1969,E
1075,2779,single_family_house,1974,C
1076,1922,single_family_house,2013,A
1077,2645,single_family_house,1980,""
1078,1675,terraced_house,2018,A
1079,87,single_family_house,1963,""
1080,1168,single_family_house,1965,C
1081,1043,single_family_house,1977,D
1082,1105,single_family_house,1972,D
1083,1789,terraced_house,1898,C
1084,950,single_family_house,1950,""
1085,2590,single_family_house,1966,C
1086,1659,single_family_house,1910,E
1087,827,single_family_house,1963,E
1088,1161,single_family_house,1972,""
1089,1479,single_family_house,1954,E
1090,1205,single_family_house,1986,""
1091,641,single_family_house,1946,""
1092,726,single_family_house,1927,""
1093,51,single_family_house,1939,""
1094,50,single_family_house,1927,C
1095,996,single_family_house,1972,""
1096,1926,single_family_house,1906,""
1097,2020,single_family_house,1983,C
1098,2127,single_family_house,1976,C
1099,2665,single_family_house,1972,D
1100,653,single_family_house,1980,C
1101,3118,single_family_house,1924,""
1102,301,terraced_house,1980,""
1103,1063,single_family_house,1980,""
1104,663,single_family_house,1962,""
1105,2505,single_family_house,1965,D
1106,98,single_family_house,1962,""
1107,149,single_family_house,1975,""
1108,586,terraced_house,2017,""
1109,1061,single_family_house,1986,""
1110,2902,single_family_house,1900,""
1111,1778,apartment,2006,C
1112,1002,single_family_house,1958,D
1113,2329,single_family_house,2014,A
1114,1905,single_family_house,1980,C
1115,2514,single_family_house,1925,""
1116,1346,single_family_house,1971,""
1117,983,single_family_house,1958,""
1118,1045,single_family_house,2017,A
1119,1684,single_family_house,1966,""
1120,2059,unclear,,""
1121,1927,single_family_house,1920,""
1122,2550,single_family_house,1977,D
1123,1102,single_family_house,1970,D
1124,1640,terraced_house,1956,D
1125,228,single_family_house,1983,C
1126,3065,single_family_house,1934,C
1127,315,single_family_house,1976,""
1128,5,single_family_house,2016,A
1129,1031,single_family_house,1953,C
1130,1858,single_family_house,1960,""
1131,1622,single_family_house,1985,C
1132,1766,terraced_house,1972,A
1133,882,non_residential,1927,""
1134,1420,single_family_house,2014,A
1135,769,single_family_house,1947,C
1136,2273,single_family_house,1975,""
1137,1082,single_family_house,1920,""
1138,1980,single_family_house,1975,""
1139,213,single_family_house,2013,A
1140,2014,single_family_house,1930,""
1141,267,single_family_house,1966,""
1142,1540,single_family_house,2014,A
1143,339,single_family_house,1973,C
1144,2335,apartment,2003,""
1145,1981,single_family_house,1962,E
1146,1784,terraced_house,1972,A
1147,2807,single_family_house,1945,""
1148,176,single_family_house,1960,""
1149,1951,single_family_house,1951,E
1150,295,single_family_house,1956,""
1151,453,single_family_house,1965,""
1152,536,single_family_house,1963,""
1153,2751,terraced_house,1980,""
1154,1199,single_family_house,2017,A
1155,961,single_family_house,1959,""
1156,873,single_family_house,1928,""
1157,2479,single_family_house,1958,C
1158,229,terraced_house,1907,E
1159,1827,single_family_house,1900,""
1160,489,single_family_house,1923,""
1161,1237,single_family_house,1927,""
1162,442,single_family_house,1949,E
1163,309,single_family_house,1995,""
1164,1391,single_family_house,1950,""
1165,1257,terraced_house,2017,""
1166,1975,apartment,2003,D
1167,733,single_family_house,2014,A
1168,336,terraced_house,2003,B
1169,1848,single_family_house,1987,""
1170,707,single_family_house,1983,""
1171,1953,single_family_house,1965,D
1172,2332,single_family_house,1930,""
1173,3105,single_family_house,1983,""
1174,1895,apartment,2003,""
1175,1217,single_family_house,1926,""
1176,717,single_family_house,1964,""
1177,303,single_family_house,1966,""
1178,1965,single_family_house,1926,D
1179,1442,single_family_house,1969,D
1180,2159,single_family_house,1962,""
1181,3086,single_family_house,1957,""
1182,3126,single_family_house,1963,D
1183,708,single_family_house,2014,A
1184,338,single_family_house,1956,""
1185,1026,single_family_house,1961,""
1186,1183,single_family_house,1960,""
1187,3015,terraced_house,2004,""
1188,1806,single_family_house,1965,""
1189,2572,single_family_house,1966,""
1190,2757,single_family_house,1928,G
1191,198,single_family_house,1901,E
1192,1699,single_family_house,1926,""
1193,539,single_family_house,1962,""
1194,1286,single_family_house,1908,""
1195,2705,single_family_house,1964,D
1196,1504,single_family_house,1957,D
1197,1243,single_family_house,1956,""
1198,474,single_family_house,1974,""
1199,2085,single_family_house,1969,D
1200,2877,single_family_house,1923,""
1201,1020,single_family_house,1960,""
1202,367,terraced_house,1981,""
1203,1371,single_family_house,1965,""
1204,77,single_family_house,1976,C
1205,1207,single_family_house,1952,""
1206,2941,single_family_house,1960,""
1207,2760,single_family_house,1985,""
1208,1057,single_family_house,1963,D
1209,356,single_family_house,1929,""
1210,1614,single_family_house,1977,C
1211,1437,terraced_house,2016,""
1212,1039,single_family_house,1968,""
1213,724,terraced_house,1972,B
1214,2662,terraced_house,1927,F
1215,838,single_family_house,1967,""
1216,310,terraced_house,1983,""
1217,1466,single_family_house,1952,""
1218,814,single_family_house,1974,""
1219,812,single_family_house,1960,""
1220,466,single_family_house,1962,""
1221,2839,single_family_house,1997,""
1222,2623,single_family_house,1950,""
1223,332,single_family_house,1927,""
1224,2864,terraced_house,1983,""
1225,3066,single_family_house,1980,C
1226,227,single_family_house,1976,""
1227,1337,terraced_house,1972,""
1228,333,single_family_house,1957,C
1229,2826,single_family_house,2016,A
1230,1667,single_family_house,2017,A
1231,2833,single_family_house,1971,""
1232,1939,unclear,,""
1233,1493,single_family_house,1971,D
1234,2285,terraced_house,2017,A
1235,1775,single_family_house,1976,""
1236,2567,single_family_house,1969,""
1237,2430,terraced_house,1983,""
1238,760,single_family_house,1924,D
1239,1354,single_family_house,1972,""
1240,551,single_family_house,1929,""
1241,1135,single_family_house,1968,""
1242,2436,single_family_house,1988,""
1243,2250,terraced_house,1972,A
1244,913,single_family_house,1925,""
1245,242,single_family_house,1974,""
1246,2,single_family_house,1984,C
1247,318,single_family_house,1963,""
1248,2968,single_family_house,1964,""
1249,1979,single_family_house,2017,A
1250,2177,single_family_house,1981,C
1251,1596,terraced_house,1962,""
1252,2122,single_family_house,1985,C
1253,823,single_family_house,2014,A
1254,1795,single_family_house,1974,""
1255,190,single_family_house,1962,""
1256,1746,single_family_house,1977,""
1257,1959,single_family_house,1958,C
1258,644,single_family_house,1963,""
1259,97,single_family_house,1955,""
1260,995,single_family_house,1966,C
1261,1313,unclear,,A
1262,1518,single_family_house,1962,""
1263,636,single_family_house,1951,""
1264,1004,terraced_house,1972,B
1265,2860,single_family_house,1967,""
1266,237,single_family_house,1954,D
1267,2038,single_family_house,1962,""
1268,2886,single_family_house,1967,""
1269,2480,single_family_house,1938,""
1270,890,single_family_house,1958,C
1271,2787,single_family_house,1970,""
1272,3116,single_family_house,1975,C
1273,3044,single_family_house,2011,B
1274,402,single_family_house,1942,""
1275,1410,single_family_house,1976,D
1276,1155,single_family_house,2014,E
1277,2922,single_family_house,2009,""
1278,1933,terraced_house,1856,""
1279,721,single_family_house,1929,""
1280,761,single_family_house,1962,E
1281,2776,single_family_house,1963,""
1282,2825,single_family_house,1976,""
1283,90,single_family_house,1870,F
1284,701,single_family_house,1974,C
1285,2855,single_family_house,1961,""
1286,674,terraced_house,1972,A
1287,2070,single_family_house,1968,D
1288,1492,single_family_house,1971,""
1289,2123,single_family_house,1962,""
1290,2544,single_family_house,1980,B
1291,1737,terraced_house,1954,""
1292,820,single_family_house,1965,""
1293,912,single_family_house,1906,""
1294,1811,unclear,,D
1295,1894,single_family_house,1973,""
1296,429,single_family_house,1922,D
1297,1591,single_family_house,1960,D
1298,1530,single_family_house,1955,""
1299,881,single_family_house,1971,D
1300,1935,single_family_house,1954,D
1301,211,unclear,,D
1302,1,single_family_house,1976,D
1303,1179,single_family_house,1893,""
1304,517,terraced_house,1985,B
1305,2920,single_family_house,1943,""
1306,552,terraced_house,1892,""
1307,418,unclear,,""
1308,2965,single_family_house,1976,D
1309,1745,single_family_house,1950,""
1310,1305,terraced_house,2004,""
1311,2869,single_family_house,1983,""
1312,1553,single_family_house,1948,""
1313,302,terraced_house,2018,A
1314,449,single_family_house,1962,""
1315,2663,unclear,,C
1316,1520,unclear,1972,B
1317,2784,single_family_house,1922,""
1318,3055,single_family_house,1953,E
1319,2462,single_family_house,1972,""
1320,1369,single_family_house,1954,D
1321,872,single_family_house,1921,D
1322,639,terraced_house,1907,""
1323,2180,single_family_house,1997,""
1324,1861,single_family_house,1924,""
1325,2136,terraced_house,1972,B
1326,2490,single_family_house,2017,A
1327,2082,terraced_house,1972,B
1328,851,single_family_house,1977,C
1329,1721,single_family_house,1900,""
1330,382,single_family_house,1934,""
1331,1548,single_family_house,1973,C
1332,757,single_family_house,2014,A
1333,1159,terraced_house,2018,A
1334,224,terraced_house,1954,C
1335,2977,single_family_house,1974,""
1336,3108,single_family_house,2007,""
1337,2464,single_family_house,1916,""
1338,1961,single_family_house,1956,""
1339,2473,terraced_house,1972,""
1340,3127,single_family_house,1982,""
1341,737,terraced_house,1977,""
1342,532,single_family_house,1904,""
1343,1974,unclear,,""
1344,3100,single_family_house,1979,""
1345,501,single_family_house,1972,""
1346,2249,single_family_house,2018,A
1347,401,single_family_house,2015,A
1348,1726,single_family_house,1961,""
1349,374,single_family_house,1922,""
1350,2788,single_family_house,1969,""
1351,1044,single_family_house,1942,D
1352,2699,single_family_house,1968,""
1353,1440,single_family_house,1949,""
1354,678,single_family_house,1924,""
1355,4,terraced_house,1972,""
1356,2267,single_family_house,1970,""
1357,2678,single_family_house,1929,""
1358,378,terraced_house,2016,A
1359,1779,single_family_house,1913,D
1360,2259,apartment,2003,""
1361,2471,apartment,2003,""
1362,592,single_family_house,2018,A
1363,2828,single_family_house,1956,D
1364,93,single_family_house,1942,D
1365,2362,terraced_house,1962,""
1366,2903,terraced_house,1972,""
1367,221,single_family_house,1930,""
1368,968,single_family_house,1977,D
1369,1091,single_family_house,1959,""
1370,2497,single_family_house,1971,""
1371,2468,single_family_house,1920,""
1372,599,single_family_house,1973,D
1373,2110,single_family_house,1965,""
1374,2562,single_family_house,1925,""
1375,591,single_family_house,1924,C
1376,2086,unclear,,""
1377,1224,single_family_house,1962,D
1378,2914,single_family_house,1965,""
1379,1817,single_family_house,2014,A
1380,2666,single_family_house,1965,""
1381,1620,terraced_house,2006,""
1382,2605,single_family_house,2018,A
1383,3087,single_family_house,1962,C
1384,2764,single_family_house,1953,""
1385,2972,single_family_house,1957,""
1386,1682,single_family_house,2008,""
1387,136,single_family_house,1968,C
1388,2923,single_family_house,1988,""
1389,567,single_family_house,1961,""
1390,655,single_family_house,1890,""
1391,2570,single_family_house,1946,""
1392,1344,apartment,2003,D
1393,771,single_family_house,1962,C
1394,420,single_family_house,1970,C
1395,1454,terraced_house,1972,B
1396,2279,single_family_house,1959,C
1397,628,terraced_house,1972,B
1398,1561,single_family_house,1935,C
1399,350,single_family_house,1904,""
1400,1254,single_family_house,1975,""
1401,1036,terraced_house,2018,""
1402,79,single_family_house,1984,D
1403,964,apartment,2006,C
1404,2425,single_family_house,1976,C
1405,2269,single_family_house,1965,""
1406,1480,terraced_house,2017,""
1407,1329,single_family_house,1974,""
1408,2327,single_family_house,1923,C
1409,2661,single_family_house,1984,""
1410,500,single_family_house,1962,D
1411,2824,non_residential,1947,""
1412,1079,terraced_house,1972,B
1413,1164,single_family_house,1965,""
1414,2311,single_family_house,1943,""
1415,116,terraced_house,2013,A
1416,953,single_family_house,1974,D
1417,417,single_family_house,1962,""
1418,41,single_family_house,2002,B
1419,1475,single_family_house,1974,C
1420,2785,single_family_house,1928,""
1421,371,single_family_house,1974,""
1422,1722,single_family_house,1910,""
1423,475,single_family_house,1985,C
1424,958,single_family_house,1957,""
1425,903,terraced_house,2017,""
1426,2108,single_family_house,1923,""
1427,2324,single_family_house,1973,E
1428,2716,single_family_house,1961,""
1429,2071,single_family_house,1926,C
1430,1264,single_family_house,1957,""
1431,2872,single_family_house,1985,""
1432,1427,single_family_house,1974,D
1433,2532,single_family_house,1974,""
1434,2924,single_family_house,1960,""
1435,684,single_family_house,1971,""
1436,1327,single_family_house,2015,A
1437,821,terraced_house,1972,""
1438,911,single_family_house,1963,""
1439,1565,single_family_house,1941,""
1440,1862,terraced_house,2008,""
1441,830,single_family_house,1960,""
1442,142,terraced_house,2017,""
1443,1744,terraced_house,1953,""
1444,284,single_family_house,1951,""
1445,2399,terraced_house,2016,A
1446,335,terraced_house,1972,""
1447,1353,terraced_house,1954,D
1448,2538,single_family_house,2014,A
1449,2568,single_family_house,1983,""
1450,948,single_family_house,1960,""
1451,3094,single_family_house,1988,""
1452,2176,unclear,,""
1453,380,single_family_house,2009,""
1454,773,single_family_house,1960,E
1455,2152,apartment,2006,C
1456,1931,single_family_house,1969,""
1457,1423,single_family_house,1968,D
1458,2457,terraced_house,2000,B
1459,48,single_family_house,1928,D
1460,3057,single_family_house,2009,""
1461,1307,single_family_house,2015,A
1462,687,single_family_house,1957,D
1463,719,single_family_house,2009,""
1464,2334,unclear,,""
1465,2198,terraced_house,1972,""
1466,481,single_family_house,1972,C
1467,2161,single_family_house,1933,""
1468,2499,single_family_house,1958,""
1469,1021,terraced_house,2018,""
1470,1483,single_family_house,1932,""
1471,2939,single_family_house,1986,""
1472,2867,single_family_house,1952,""
1473,2827,apartment,1909,""
1474,2759,single_family_house,1930,E
1475,620,single_family_house,1977,""
1476,57,single_family_house,1951,""
1477,955,apartment,2006,C
1478,1348,single_family_house,1985,""
1479,2245,single_family_house,1923,C
1480,2032,single_family_house,2014,A
1481,1689,single_family_house,1926,""
1482,1880,terraced_house,1993,""
1483,2345,single_family_house,1932,D
1484,1064,single_family_house,1912,""
1485,1695,single_family_house,1963,D
1486,1943,single_family_house,1928,""
1487,2419,single_family_house,2014,A
1488,22,single_family_house,1963,""
1489,990,single_family_house,1916,E
1490,2291,single_family_house,1965,E
1491,414,single_family_house,1959,""
1492,1398,terraced_house,2017,""
1493,582,single_family_house,1860,""
1494,1232,single_family_house,1979,B
1495,1875,single_family_house,1983,C
1496,861,single_family_house,1975,""
1497,283,single_family_house,1965,D
1498,2584,terraced_house,1972,""
1499,2305,single_family_house,1920,""
1500,1088,terraced_house,2017,A
1501,2615,single_family_house,1960,""
1502,2045,single_family_house,1958,C
1503,1308,single_family_house,1957,""
1504,1413,single_family_house,1880,""
1505,1917,single_family_house,1960,D
1506,342,single_family_house,1927,""
1507,2298,terraced_house,1980,""
1508,2350,terraced_house,1954,""
1509,850,terraced_house,2001,""
1510,2183,single_family_house,1920,""
1511,1798,single_family_house,1984,D
1512,2934,single_family_house,1968,""
1513,2093,single_family_house,1952,""
1514,2863,single_family_house,1988,""
1515,1687,single_family_house,1985,""
1516,2238,terraced_house,2009,C
1517,1452,single_family_house,2018,A
1518,1593,single_family_house,1975,""
1519,203,single_family_house,1961,""
1520,2679,single_family_house,1926,""
1521,1733,single_family_house,1974,D
1522,1920,single_family_house,1964,E
1523,597,terraced_house,2004,""
1524,2481,single_family_house,1963,""
1525,1547,single_family_house,1963,""
1526,2630,single_family_house,1985,""
1527,825,single_family_house,1913,D
1528,1301,single_family_house,1931,F
1529,1251,single_family_house,1900,E
1530,2563,terraced_house,1951,D
1531,259,single_family_house,2009,B
1532,1700,single_family_house,1961,C
1533,3085,single_family_house,1961,D
1534,1077,single_family_house,1961,D
1535,1316,single_family_house,1948,C
1536,2750,single_family_house,1928,""
1537,1140,apartment,2006,C
1538,1249,single_family_house,1939,""
1539,1153,single_family_house,1962,C
1540,3095,single_family_house,1957,D
1541,1888,single_family_house,1934,E
1542,1651,single_family_house,1911,""
1543,1226,single_family_house,2000,""
1544,1150,single_family_house,1975,D
1545,1615,single_family_house,1957,""
1546,2754,single_family_house,1945,""
1547,395,single_family_house,2017,A
1548,2959,single_family_house,1911,D
1549,1048,single_family_house,1972,""
1550,343,single_family_house,1963,""
1551,2423,terraced_house,1952,""
1552,2349,single_family_house,1975,""
1553,2694,terraced_house,1985,D
1554,1901,unclear,,""
1555,2547,single_family_house,1966,D
1556,3107,single_family_house,1980,""
1557,935,terraced_house,1972,""
1558,1641,terraced_house,1983,D
1559,595,terraced_house,1972,B
1560,2537,single_family_house,1975,D
1561,1900,terraced_house,2018,A
1562,3074,terraced_house,2018,A
1563,1921,single_family_house,1929,E
1564,1683,single_family_house,1958,""
1565,2302,single_family_house,1966,D
1566,2435,single_family_house,1962,""
1567,74,single_family_house,1983,C
1568,2911,single_family_house,1942,C
1569,1876,single_family_house,1946,""
1570,1357,apartment,2006,C
1571,1386,single_family_house,1963,""
1572,1884,single_family_house,1954,D
1573,1826,single_family_house,1973,""
1574,2240,single_family_house,1980,""
1575,135,single_family_house,1965,""
1576,1309,single_family_house,1966,""
1577,2036,apartment,2003,""
1578,2610,single_family_house,1930,D
1579,645,single_family_house,1961,E
1580,239,single_family_house,1974,E
1581,3008,single_family_house,1954,""
1582,621,single_family_house,1968,C
1583,254,single_family_house,1963,""
1584,2331,single_family_house,1960,E
1585,3051,single_family_house,1927,""
1586,1085,single_family_house,2005,""
1587,1666,terraced_house,2016,""
1588,1786,single_family_house,1911,""
1589,478,single_family_house,1967,D
1590,2164,single_family_house,1933,C
1591,160,single_family_house,1960,D
1592,375,single_family_house,1960,""
1593,2926,single_family_house,1974,""
1594,534,single_family_house,1953,""
1595,2321,single_family_house,1980,""
1596,1271,terraced_house,1982,C
1597,366,single_family_house,1976,C
1598,3115,single_family_house,1958,D
1599,1934,single_family_house,2014,A
1600,131,single_family_house,1975,D
1601,2048,single_family_house,1916,""
1602,2746,single_family_house,2015,A
1603,256,terraced_house,2016,A
1604,648,single_family_house,1926,""
1605,1330,single_family_house,1974,""
1606,1418,single_family_house,1924,E
1607,1824,single_family_house,1986,""
1608,1035,single_family_house,1955,""
1609,2957,single_family_house,1993,""
1610,563,single_family_house,1973,""
1611,358,single_family_house,1887,""
1612,1052,terraced_house,2019,A
1613,3109,single_family_house,1963,D
1614,971,single_family_house,2014,A
1615,287,single_family_house,1971,""
1616,2917,single_family_house,1959,""
1617,521,terraced_house,2016,""
1618,1265,single_family_house,1924,""
1619,3010,single_family_house,1963,D
1620,173,single_family_house,1930,D
1621,2723,single_family_house,1972,E
1622,2355,terraced_house,1962,D
1623,2388,single_family_house,1927,""
1624,2424,unclear,,A
1625,455,single_family_house,1972,""
1626,2704,single_family_house,1961,""
1627,183,single_family_house,2014,A
1628,692,single_family_house,1950,""
1629,2569,single_family_house,1976,""
1630,1234,single_family_house,2016,A
1631,2202,single_family_house,1953,D
1632,1202,single_family_house,1977,""
1633,693,single_family_house,1958,""
1634,2290,single_family_house,1969,C
1635,2166,unclear,,""
1636,1126,terraced_house,1972,B
1637,2881,single_family_house,1947,""
1638,2790,terraced_house,2016,A
1639,487,terraced_house,1972,""
1640,854,single_family_house,1955,E
1641,3006,single_family_house,1962,""
1642,146,single_family_house,1924,""
1643,2149,single_family_house,2013,A
1644,461,single_family_house,1980,C
1645,2962,unclear,,""
1646,612,single_family_house,2008,""
1647,1459,apartment,2006,C
1648,2173,single_family_house,2012,A
1649,1777,single_family_house,2012,""
1650,1810,single_family_house,1970,D
1651,1855,single_family_house,1980,""
1652,274,single_family_house,1963,""
1653,2296,single_family_house,1957,""
1654,513,single_family_house,1950,""
1655,2371,single_family_house,1994,""
1656,1489,single_family_house,1972,""
1657,2025,single_family_house,1965,""
1658,2949,single_family_house,2018,A
1659,2383,single_family_house,1924,C
1660,796,terraced_house,2017,""
1661,194,single_family_house,1957,""
1662,865,single_family_house,1930,""
1663,134,single_family_house,1958,""
1664,787,single_family_house,1984,""
1665,1790,single_family_house,1972,D
1666,1169,terraced_house,1972,""
1667,2909,single_family_house,1948,B
1668,1774,single_family_house,1956,E
1669,156,single_family_house,1971,E
1670,2069,single_family_house,2015,A
1671,369,single_family_house,1948,""
1672,1928,single_family_house,1960,""
1673,288,single_family_house,2014,A
1674,834,single_family_house,1957,""
1675,147,single_family_house,1965,""
1676,1017,single_family_house,1908,D
1677,1750,apartment,2006,C
1678,2434,single_family_house,1985,""
1679,819,single_family_house,1974,D
1680,2006,terraced_house,1983,C
1681,2656,single_family_house,1937,""
1682,2482,single_family_house,1973,""
1683,2523,single_family_house,1954,""
1684,421,single_family_house,1969,D
1685,633,single_family_house,1964,""
1686,652,single_family_house,1974,""
1687,3097,single_family_house,1953,D
1688,1321,single_family_house,1974,C
1689,1156,single_family_house,1956,F
1690,2352,single_family_house,1979,D
1691,992,single_family_house,2000,""
1692,1367,single_family_house,1920,""
1693,1546,single_family_house,1953,""
1694,526,single_family_house,1980,C
1695,18,terraced_house,1972,""
1696,507,apartment,2003,""
1697,1661,single_family_house,1974,D
1698,1881,single_family_house,1963,""
1699,1158,single_family_house,1959,""
1700,2029,single_family_house,1978,""
1701,2231,single_family_house,1958,""
1702,1007,single_family_house,1970,F
1703,3035,terraced_house,1985,C
1704,1597,single_family_house,1968,""
1705,2720,single_family_house,1962,""
1706,2859,single_family_house,1963,E
1707,1326,single_family_house,2015,A
1708,1869,single_family_house,1965,""
1709,1401,single_family_house,1975,""
1710,2844,single_family_house,1973,""
1711,2551,terraced_house,1987,""
1712,1433,single_family_house,1966,C
1713,671,single_family_house,1963,""
1714,1086,single_family_house,1961,""
1715,2301,single_family_house,1962,""
1716,1080,terraced_house,1982,C
1717,792,single_family_house,1974,""
1718,2084,single_family_house,1963,""
1719,1213,terraced_house,1967,""
1720,3061,terraced_house,2016,""
1721,1803,single_family_house,1961,""
1722,447,single_family_house,1965,""
1723,561,single_family_house,1964,""
1724,1770,single_family_house,1972,""
1725,2265,single_family_house,1962,""
1726,921,single_family_house,1975,""
1727,923,single_family_house,2017,A
1728,2686,single_family_house,1954,""
1729,1405,single_family_house,1962,D
1730,66,terraced_house,1928,E
1731,2111,single_family_house,1969,""
1732,467,single_family_house,1962,""
1733,1747,single_family_house,1976,""
1734,788,single_family_house,1961,D
1735,1677,single_family_house,1960,""
1736,732,single_family_house,1973,""
1737,2239,single_family_house,1962,D
1738,1198,single_family_house,1965,""
1739,1476,single_family_house,1952,""
1740,2333,single_family_house,1960,""
1741,2721,single_family_house,1932,C
1742,2323,single_family_house,1964,D
1743,1128,terraced_house,1972,B
1744,649,terraced_house,1944,E
1745,2579,single_family_house,1958,C
1746,361,single_family_house,1902,""
1747,351,terraced_house,1972,""
1748,220,single_family_house,1971,C
1749,270,single_family_house,1986,""
